agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
12.4,0.25,1.0,0.38,0.95,0.9,13.3
16.7,0.1,0.68,0.22,0.79,0.8,18.5
24.8,0.24,0.84,0.28,0.88,0.77,22.7
39.4,0.28,0.43,0.35,0.89,0.82,34.5
41.5,0.35,0.69,0.33,0.84,0.64,36.1
26.5,0.3,0.57,0.24,0.81,1.0,32.7
8.8,0.07,1.0,0.22,0.63,1.0,25.5
28.3,0.1,0.76,0.47,0.9,0.86,27.7
24.7,0.17,0.7,0.42,0.91,0.82,30.1
27.2,0.41,0.77,0.24,0.88,1.0,27.0
50.5,0.61,0.4,0.52,0.72,0.81,49.8
8.6,0.09,0.92,0.31,0.53,0.88,16.2
23.0,0.26,0.62,0.32,0.75,0.85,28.0
8.0,0.02,0.96,0.33,0.78,1.0,11.5
17.1,0.31,0.79,0.39,0.97,0.93,25.9
8.4,0.06,0.88,0.16,0.73,0.9,13.4
29.7,0.17,0.7,0.47,0.74,0.92,31.6
44.3,0.27,0.42,0.49,0.54,0.83,36.2
30.1,0.13,1.0,0.35,0.65,0.86,20.9
7.2,0.0,0.9,0.28,0.59,0.82,14.6
20.4,0.37,0.96,0.38,0.86,0.8,16.8
16.3,0.43,0.66,0.32,0.79,0.94,17.6
3.9,0.15,0.62,0.27,0.55,0.8,19.6
56.7,0.39,0.47,0.68,0.91,0.66,56.7
54.8,0.44,0.61,0.65,0.59,0.7,47.5
11.7,0.01,1.0,0.1,0.79,0.96,3.7
36.4,0.34,0.78,0.51,0.79,0.76,33.9
24.8,0.16,0.72,0.41,0.58,0.85,25.6
23.1,0.29,0.86,0.44,0.71,0.75,16.9
72.2,0.69,0.18,0.73,0.89,0.62,60.7
33.9,0.43,0.57,0.5,0.2,0.86,37.6
13.5,0.19,0.9,0.1,0.95,0.86,20.0
21.9,0.35,0.82,0.45,0.76,0.85,27.1
20.3,0.13,0.72,0.2,0.63,0.94,12.4
34.7,0.44,0.68,0.5,0.9,0.86,31.8
17.5,0.1,1.0,0.4,0.82,0.83,15.0
38.7,0.38,0.48,0.27,0.75,0.86,32.1
28.9,0.21,0.81,0.48,0.79,0.83,25.9
2.8,0.06,0.77,0.27,0.85,1.0,17.2
9.8,0.23,0.65,0.35,0.81,0.74,20.4
13.8,0.26,0.91,0.15,0.68,0.99,16.5
22.1,0.26,0.77,0.39,0.49,0.93,30.6
12.7,0.11,0.89,0.24,0.9,0.96,12.6
11.0,0.11,0.9,0.15,0.38,0.91,13.2
39.2,0.54,0.75,0.5,0.77,0.85,38.2
42.3,0.34,0.66,0.44,0.82,0.82,33.8
23.1,0.28,0.84,0.43,0.68,0.84,32.8
21.4,0.33,0.99,0.36,0.9,0.93,23.9
21.5,0.21,0.92,0.19,0.65,0.83,32.5
55.3,0.65,0.47,0.46,0.63,0.55,51.9
11.5,0.34,1.0,0.16,0.59,0.89,19.8
66.0,0.65,0.3,0.57,0.8,0.72,62.7
16.4,0.14,0.8,0.32,0.59,0.91,17.2
19.9,0.22,1.0,0.41,0.6,0.91,23.2
19.9,0.25,0.77,0.32,0.74,0.75,26.6
11.7,0.25,0.94,0.31,0.63,0.94,28.8
6.0,0.19,0.99,0.14,0.47,0.98,14.1
18.4,0.22,0.84,0.29,0.78,0.98,26.2
25.4,0.06,1.0,0.33,0.41,0.98,18.1
48.4,0.34,0.5,0.55,0.9,0.77,38.8
20.3,0.3,1.0,0.3,0.94,0.95,17.0
24.3,0.18,0.6,0.27,0.91,0.73,33.1
21.1,0.32,0.78,0.22,0.68,0.94,28.8
41.2,0.49,0.55,0.36,0.41,0.82,45.5
20.8,0.19,0.91,0.44,0.5,0.96,30.3
34.0,0.26,0.46,0.35,0.86,0.77,24.6
17.0,0.15,0.89,0.36,0.85,0.94,16.8
26.0,0.28,0.88,0.2,0.68,0.74,26.3
46.4,0.33,0.49,0.35,0.55,0.7,36.6
21.2,0.3,0.7,0.35,0.7,0.8,17.4
6.0,0.13,0.85,0.18,0.67,0.77,7.7
29.8,0.32,0.78,0.47,0.68,0.89,33.2
20.3,0.22,0.56,0.4,0.65,0.86,30.7
21.9,0.36,0.58,0.38,0.85,0.94,27.5
28.9,0.22,0.72,0.45,0.89,0.82,21.7
45.4,0.42,0.63,0.58,0.75,0.71,39.5
14.1,0.15,0.9,0.33,0.77,0.88,17.8
24.7,0.19,0.84,0.33,0.51,0.93,24.8
32.4,0.31,0.52,0.31,0.63,0.92,49.4
38.7,0.23,0.35,0.51,0.7,0.72,40.7
14.4,0.11,0.99,0.2,0.57,0.95,13.8
23.0,0.22,0.58,0.23,0.91,1.0,24.0
10.5,0.03,0.97,0.12,0.62,0.97,21.2
23.0,0.36,0.5,0.35,0.89,0.86,25.6
31.1,0.35,0.79,0.29,0.91,0.91,29.6
11.7,0.11,0.88,0.19,0.68,0.95,17.9
36.3,0.3,0.79,0.47,0.69,0.77,33.3
36.5,0.21,0.75,0.49,0.79,0.78,32.0
26.8,0.2,0.68,0.28,0.48,0.8,18.1
4.9,0.06,0.87,0.29,0.69,0.92,16.8
31.6,0.31,0.73,0.24,0.9,0.89,26.5
7.4,0.0,0.85,0.35,0.67,1.0,13.4
31.6,0.48,0.19,0.35,0.73,0.84,35.1
27.5,0.38,0.68,0.29,0.67,0.95,38.2
27.0,0.23,0.6,0.47,0.85,0.91,20.2
6.2,0.12,0.86,0.08,0.81,0.94,2.7
26.4,0.39,0.78,0.29,0.88,0.76,28.1
34.8,0.38,0.84,0.35,0.81,0.87,31.8
12.9,0.11,1.0,0.22,0.7,1.0,7.4
41.1,0.23,0.66,0.54,0.85,0.63,40.1
10.7,0.1,0.8,0.33,0.77,0.89,12.8
29.2,0.22,0.85,0.38,0.58,0.86,29.1
50.8,0.45,0.27,0.65,0.85,0.82,49.9
22.8,0.2,0.67,0.41,0.65,0.99,28.6
6.4,0.04,0.9,0.25,0.32,0.94,17.2
39.9,0.36,0.31,0.34,0.65,0.66,37.9
27.5,0.14,0.76,0.36,0.48,0.68,27.5
57.5,0.4,0.3,0.47,0.77,0.94,47.2
14.4,0.23,0.89,0.19,0.41,0.94,23.8
34.2,0.51,0.62,0.45,0.53,0.82,34.0
39.0,0.4,0.48,0.33,0.53,0.72,41.7
8.2,0.0,0.77,0.08,0.39,1.0,13.6
16.6,0.26,0.83,0.28,0.87,0.83,26.3
11.6,0.32,0.99,0.08,0.45,1.0,15.1
46.6,0.59,0.64,0.51,0.97,0.87,50.9
27.9,0.41,0.76,0.47,0.75,0.88,31.4
35.8,0.24,0.73,0.31,0.87,0.88,11.9
41.8,0.36,0.59,0.41,0.75,0.71,39.4
2.8,0.15,0.87,0.29,0.87,0.99,9.1
59.4,0.47,0.62,0.63,0.72,0.56,50.9
14.5,0.09,0.76,0.14,0.83,0.87,16.5
42.9,0.45,0.81,0.41,0.79,0.61,43.5
50.2,0.56,0.59,0.58,0.35,0.55,66.6
6.0,0.03,0.9,0.24,0.69,0.89,5.6
44.1,0.44,0.37,0.36,0.63,0.67,49.5
20.3,0.22,0.85,0.16,0.78,0.9,21.0
31.5,0.29,0.68,0.42,0.81,0.88,23.5
26.2,0.21,0.92,0.37,0.35,0.91,32.2
6.4,0.05,0.78,0.06,0.8,0.94,17.4
42.0,0.37,0.74,0.59,0.76,0.91,35.1
52.3,0.61,0.7,0.44,0.82,0.78,43.6
26.2,0.29,0.63,0.3,0.84,0.86,36.5
3.6,0.03,1.0,0.08,0.7,1.0,6.3
23.0,0.21,0.98,0.41,0.85,0.9,21.1
42.0,0.52,0.78,0.58,0.63,0.82,33.6
49.5,0.46,0.66,0.41,0.67,0.59,40.9
22.1,0.29,1.0,0.24,0.84,0.82,17.2
11.7,0.24,0.89,0.29,0.46,0.97,28.2
37.3,0.42,0.62,0.42,0.87,0.8,29.4
43.3,0.27,0.8,0.33,0.8,0.88,33.2
54.4,0.5,0.1,0.66,0.96,0.79,51.6
39.8,0.31,0.56,0.46,0.82,0.86,30.4
24.6,0.13,0.63,0.26,0.8,0.78,35.4
11.2,0.22,0.89,0.23,0.67,1.0,24.3
8.0,0.12,0.98,0.21,0.8,1.0,11.3
35.3,0.1,0.73,0.4,0.81,0.85,37.2
21.6,0.22,0.8,0.3,0.85,0.81,15.2
48.8,0.42,0.54,0.51,0.79,0.61,47.8
39.2,0.48,0.75,0.39,0.77,0.74,26.0
15.3,0.09,0.76,0.15,0.52,0.87,10.7
54.3,0.57,0.41,0.58,0.69,0.81,45.0
41.8,0.45,0.44,0.53,0.68,0.91,46.2
34.2,0.26,0.66,0.49,0.77,0.72,31.3
36.5,0.26,0.39,0.26,0.91,0.77,33.9
57.4,0.78,0.62,0.52,0.57,0.74,54.6
30.3,0.34,0.82,0.51,0.56,0.84,30.6
24.7,0.25,0.61,0.19,0.93,0.98,19.4
27.1,0.39,0.91,0.43,0.77,0.75,32.5
44.3,0.62,0.52,0.35,0.8,0.88,47.3
26.6,0.42,0.63,0.43,0.69,0.81,26.6
27.6,0.14,0.78,0.39,0.66,1.0,31.9
8.9,0.09,0.66,0.28,0.52,1.0,11.1
5.6,0.03,0.89,0.33,0.8,1.0,6.4
17.9,0.37,0.88,0.41,0.83,0.78,28.7
17.2,0.24,1.0,0.21,0.86,0.74,9.4
42.8,0.3,0.38,0.41,0.76,0.71,37.6
13.8,0.0,0.68,0.22,0.66,0.85,16.5
21.6,0.38,0.75,0.21,0.47,0.86,36.7
42.0,0.42,0.53,0.41,0.66,0.67,41.4
27.8,0.27,0.84,0.49,0.53,0.96,29.7
16.1,0.13,1.0,0.26,0.62,0.94,13.5
3.8,0.0,1.0,0.31,0.73,0.77,14.6
27.9,0.28,0.65,0.22,0.51,0.81,32.0
39.6,0.48,0.82,0.29,0.63,0.84,36.7
44.7,0.44,0.54,0.49,0.6,0.73,48.4
55.2,0.66,0.53,0.61,0.71,0.61,52.1
39.8,0.47,0.66,0.34,0.72,0.69,38.1
48.6,0.58,0.58,0.49,0.77,0.76,49.0
11.1,0.13,1.0,0.34,0.46,0.8,15.6
62.8,0.61,0.49,0.67,0.88,0.67,53.0
42.5,0.31,0.68,0.37,0.57,0.72,42.2
41.7,0.52,0.5,0.39,0.69,0.83,41.8
31.2,0.34,0.56,0.31,0.61,0.88,38.7
16.7,0.14,0.94,0.33,0.6,1.0,22.5
12.8,0.01,0.92,0.38,0.95,0.9,3.5
13.4,0.26,1.0,0.18,0.61,1.0,14.2
31.2,0.31,0.62,0.4,0.93,0.9,27.9
32.0,0.51,0.79,0.52,0.75,0.73,33.4
50.5,0.3,0.45,0.4,0.72,0.92,38.4
38.7,0.42,0.56,0.47,0.61,0.82,44.5
50.1,0.36,0.68,0.45,0.69,0.91,50.9
19.5,0.12,0.97,0.43,0.73,0.79,29.2
31.6,0.29,0.72,0.25,0.58,0.94,30.1
64.3,0.71,0.31,0.59,0.55,0.5,62.8
9.8,0.13,0.89,0.15,0.81,0.7,18.9
16.4,0.11,0.86,0.12,0.89,1.0,19.2
60.2,0.54,0.34,0.71,0.5,0.79,62.6
38.6,0.21,0.66,0.44,0.71,0.95,29.1
55.6,0.49,0.37,0.6,0.64,0.69,50.8
18.4,0.11,1.0,0.31,0.69,0.84,20.8
9.6,0.22,0.61,0.11,0.3,1.0,23.4
20.6,0.17,0.7,0.2,0.53,0.79,26.5
57.6,0.54,0.54,0.59,0.48,0.6,55.6
59.6,0.62,0.64,0.65,0.62,0.64,52.6
21.0,0.35,0.7,0.33,0.84,0.99,22.9
50.9,0.64,0.46,0.53,0.63,0.64,49.8
47.8,0.72,0.59,0.56,0.84,0.86,49.9
33.3,0.19,0.74,0.31,0.77,0.88,24.4
17.1,0.19,0.85,0.34,0.66,0.96,20.0
32.6,0.32,0.79,0.35,0.8,0.67,31.8
3.8,0.0,1.0,0.23,0.61,0.91,0.0
21.1,0.09,0.84,0.23,0.58,0.87,36.8
27.6,0.37,0.96,0.23,0.55,0.9,28.3
10.3,0.16,0.87,0.08,0.97,0.88,5.1
19.4,0.25,0.77,0.38,0.59,1.0,22.1
15.2,0.2,0.8,0.17,0.5,0.9,21.2
13.2,0.0,0.78,0.2,0.92,0.97,21.2
54.8,0.44,0.43,0.61,0.83,0.73,45.3
52.7,0.47,0.38,0.5,0.93,0.81,36.0
22.2,0.31,0.85,0.22,0.62,0.89,23.9
27.6,0.29,0.8,0.25,0.83,0.74,25.1
33.9,0.43,0.7,0.36,0.84,0.79,30.1
22.7,0.42,0.83,0.33,0.77,0.8,32.0
20.1,0.04,0.92,0.26,0.65,0.69,16.6
24.4,0.23,0.6,0.44,0.61,0.99,26.5
4.0,0.03,1.0,0.03,0.91,1.0,7.1
24.1,0.16,1.0,0.29,0.83,0.86,19.4
33.6,0.38,0.58,0.46,0.79,0.81,32.5
13.5,0.42,1.0,0.36,0.92,0.86,13.9
19.1,0.1,0.76,0.24,0.8,0.91,23.1
29.2,0.35,0.75,0.41,0.62,1.0,33.9
53.3,0.43,0.51,0.55,0.75,0.89,45.0
24.1,0.06,0.54,0.23,0.89,0.89,25.9
26.7,0.21,0.61,0.39,0.75,0.7,21.5
12.9,0.16,0.97,0.16,0.7,1.0,20.3
26.5,0.3,0.7,0.42,0.75,0.8,31.3
32.5,0.5,0.54,0.49,0.93,0.79,36.3
25.3,0.28,0.93,0.32,0.79,0.92,28.1
5.9,0.06,0.99,0.06,0.71,0.9,14.7
28.0,0.36,0.7,0.42,0.67,0.9,29.9
14.8,0.17,1.0,0.24,0.74,0.91,14.1
1.8,0.02,0.83,0.04,0.95,0.92,1.2
13.6,0.12,0.71,0.19,0.9,0.97,13.1
41.9,0.48,0.52,0.38,0.75,0.73,37.3
15.2,0.2,0.89,0.32,0.79,0.92,28.1
34.7,0.32,0.72,0.37,0.87,0.69,33.7
26.4,0.41,0.63,0.36,0.92,1.0,33.4
23.8,0.32,0.55,0.32,0.81,0.73,23.2
16.5,0.26,0.92,0.33,0.95,0.9,26.3
51.5,0.42,0.42,0.58,0.77,0.82,44.1
57.0,0.52,0.43,0.53,0.5,0.83,58.1
30.5,0.46,0.71,0.25,0.85,0.84,31.0
30.7,0.41,0.84,0.34,0.38,0.8,33.2
11.0,0.0,0.81,0.13,0.54,0.96,18.7
26.1,0.29,0.98,0.47,0.42,0.72,32.5
26.2,0.36,0.72,0.47,0.61,0.64,39.8
13.2,0.03,0.67,0.23,0.53,0.93,15.4
58.6,0.69,0.26,0.42,0.24,0.73,58.2
31.8,0.32,0.52,0.34,0.86,0.85,25.4
35.7,0.51,0.53,0.52,0.63,0.84,40.0
27.1,0.26,0.77,0.28,0.97,1.0,21.9
36.5,0.22,0.79,0.44,0.38,0.82,38.2
20.6,0.26,0.46,0.2,0.7,0.94,24.6
38.5,0.27,0.75,0.52,0.54,0.76,41.1
16.2,0.1,1.0,0.38,0.48,0.8,21.1
44.1,0.26,0.87,0.49,0.86,0.86,39.0
20.9,0.13,0.85,0.33,0.45,0.67,26.1
35.9,0.49,0.37,0.36,0.75,0.64,36.2
28.1,0.3,0.52,0.41,0.59,1.0,33.2
13.1,0.11,1.0,0.24,0.69,0.99,22.6
54.2,0.45,0.47,0.6,0.34,0.76,56.8
24.4,0.27,0.66,0.46,0.69,1.0,25.9
30.1,0.28,0.47,0.46,0.69,0.91,33.7
41.8,0.66,0.42,0.45,0.87,0.7,40.7
45.3,0.46,0.63,0.61,0.69,0.71,42.9
48.0,0.53,0.59,0.52,0.83,0.91,49.5
18.3,0.12,0.96,0.15,0.86,0.89,6.4
17.7,0.18,1.0,0.34,0.9,0.9,13.5
24.5,0.29,0.62,0.42,0.69,0.74,22.9
49.0,0.4,0.65,0.38,0.87,0.69,33.6
61.1,0.67,0.28,0.63,0.77,0.69,55.1
37.4,0.39,0.61,0.54,0.74,0.94,36.6
4.7,0.0,0.84,0.11,0.45,1.0,12.6
59.2,0.67,0.52,0.59,0.94,0.75,51.9
35.0,0.4,0.56,0.33,0.9,0.89,35.9
21.3,0.24,0.88,0.38,0.8,0.86,22.0
26.4,0.2,0.81,0.36,0.66,0.78,26.9
30.4,0.55,0.87,0.34,0.71,0.82,31.6
56.7,0.51,0.52,0.41,0.84,0.78,38.3
46.8,0.17,0.81,0.61,0.84,0.65,30.8
5.7,0.11,0.85,0.19,0.84,0.86,6.3
28.2,0.27,0.84,0.44,0.54,0.94,30.6
12.7,0.0,0.93,0.21,0.82,0.74,15.8
50.0,0.47,0.39,0.6,0.91,0.61,50.3
43.8,0.43,0.71,0.35,0.86,0.76,31.5
16.3,0.09,0.96,0.18,0.74,1.0,19.0
31.3,0.32,0.59,0.32,0.7,0.78,33.4
54.1,0.58,0.21,0.41,0.57,0.76,49.3
41.8,0.41,0.57,0.43,0.6,0.77,36.3
24.6,0.15,0.65,0.32,0.85,0.87,18.7
22.2,0.27,0.8,0.19,0.85,0.68,25.6
30.3,0.14,0.7,0.34,0.33,0.99,29.5
58.6,0.63,0.68,0.47,0.62,0.62,43.9
18.2,0.21,0.71,0.39,0.49,0.78,20.8
42.5,0.4,0.66,0.45,0.7,1.0,39.9
8.5,0.03,0.71,0.35,0.75,0.92,15.4
36.2,0.24,0.49,0.36,0.84,0.96,34.2
6.7,0.01,0.87,0.15,0.88,0.85,6.6
37.2,0.29,0.5,0.36,0.84,0.91,40.6
42.5,0.32,0.64,0.38,0.67,0.88,36.5
17.1,0.05,0.82,0.36,0.95,0.89,12.1
51.9,0.65,0.6,0.45,0.57,0.76,39.4
43.6,0.51,0.41,0.39,0.33,0.7,49.2
25.5,0.5,0.77,0.19,0.83,0.98,15.0
42.6,0.45,0.46,0.59,0.92,0.78,43.8
2.9,0.1,1.0,0.29,0.89,0.84,7.6
56.7,0.56,0.28,0.48,0.44,0.78,47.2
7.4,0.23,0.66,0.21,0.69,0.98,12.0
14.3,0.14,0.77,0.25,0.75,0.95,15.0
2.3,0.12,0.81,0.04,0.54,0.83,14.0
31.3,0.33,0.71,0.38,0.82,1.0,25.1
8.7,0.27,1.0,0.09,0.64,0.95,20.4
38.4,0.34,0.73,0.4,0.92,0.81,35.7
28.5,0.4,0.39,0.23,0.53,0.85,47.8
6.9,0.06,1.0,0.23,0.83,1.0,17.7
29.1,0.21,0.74,0.22,0.59,0.98,34.2
18.0,0.18,0.92,0.31,0.34,0.95,21.4
39.8,0.17,0.73,0.49,0.91,0.96,40.1
11.7,0.21,0.79,0.25,0.85,0.98,24.5
21.5,0.28,0.65,0.29,0.55,0.86,27.1
19.6,0.39,0.85,0.16,0.55,0.84,27.8
32.4,0.23,0.82,0.23,0.83,0.86,21.8
17.3,0.1,0.64,0.22,0.71,0.61,20.8
51.9,0.39,0.49,0.59,0.6,0.72,47.3
41.9,0.46,0.5,0.49,0.64,0.77,52.9
33.6,0.29,0.59,0.27,0.74,0.76,26.5
58.0,0.5,0.36,0.61,0.43,0.71,63.2
4.3,0.08,1.0,0.2,0.75,1.0,8.6
40.6,0.52,0.68,0.33,0.77,0.85,34.6
44.8,0.46,0.42,0.54,0.86,0.79,39.3
18.6,0.14,0.61,0.38,0.73,0.91,15.6
32.1,0.44,0.84,0.29,0.66,1.0,33.2
34.4,0.32,0.78,0.43,0.71,0.98,35.8
9.7,0.07,1.0,0.18,0.57,0.9,16.9
39.9,0.45,0.68,0.3,0.6,0.91,43.5
47.0,0.4,0.73,0.59,0.41,0.68,49.9
23.5,0.34,0.42,0.41,0.79,0.89,31.2
11.0,0.02,0.87,0.17,0.84,0.87,8.6
9.2,0.03,0.8,0.22,0.85,1.0,8.8
17.3,0.06,1.0,0.27,0.85,0.84,13.2
51.0,0.6,0.31,0.41,0.84,0.75,49.5
33.7,0.47,0.46,0.28,0.7,0.85,39.8
30.2,0.29,0.6,0.46,0.71,0.77,35.9
36.4,0.41,0.56,0.51,0.63,0.87,30.6
45.6,0.49,0.49,0.54,0.71,0.92,42.5
32.8,0.36,0.81,0.25,0.79,0.86,24.5
76.3,0.65,0.46,0.81,0.95,0.67,74.4
28.9,0.22,0.86,0.5,0.86,1.0,27.9
50.4,0.58,0.87,0.59,0.84,0.69,39.9
57.0,0.69,0.62,0.51,0.87,0.79,50.2
35.5,0.45,0.55,0.37,0.8,0.85,34.7
22.4,0.23,0.76,0.42,0.5,0.93,28.2
18.7,0.27,0.93,0.22,0.63,0.93,18.8
24.8,0.09,0.58,0.22,0.89,0.85,13.5
26.4,0.06,0.69,0.43,0.48,0.84,15.2
42.9,0.29,0.67,0.36,0.7,0.85,31.6
18.7,0.47,1.0,0.4,0.58,1.0,25.8
16.6,0.37,0.84,0.29,0.73,0.92,21.7
8.8,0.0,0.94,0.23,0.64,1.0,15.2
54.0,0.52,0.54,0.61,0.91,0.79,51.4
29.7,0.25,0.44,0.21,0.74,0.92,18.9
5.6,0.19,0.89,0.25,0.87,0.91,8.2
24.7,0.31,0.63,0.35,0.8,0.87,30.9
16.4,0.13,0.95,0.27,0.95,0.82,20.0
38.2,0.44,0.55,0.33,0.78,0.8,44.6
0.1,0.08,1.0,0.25,0.77,0.93,6.4
18.9,0.0,0.88,0.21,0.9,0.92,2.3
10.8,0.16,0.87,0.22,0.73,0.78,8.2
22.5,0.22,0.69,0.2,0.79,0.82,21.1
36.0,0.25,0.53,0.54,0.54,0.77,30.7
40.3,0.34,0.84,0.34,0.7,0.83,27.9
34.8,0.38,0.35,0.48,0.89,0.7,34.5
14.4,0.16,0.84,0.18,0.99,0.94,4.2
11.9,0.1,0.89,0.16,0.83,0.91,13.4
12.5,0.09,0.54,0.21,0.84,0.95,27.7
20.3,0.21,0.99,0.4,0.54,0.92,26.5
4.4,0.0,0.99,0.24,0.65,1.0,11.8
7.5,0.25,1.0,0.31,0.64,1.0,21.8
2.2,0.0,1.0,0.03,0.77,0.91,14.0
7.1,0.12,1.0,0.34,0.38,1.0,18.5
13.6,0.3,0.99,0.12,0.81,0.81,21.1
15.3,0.27,0.97,0.32,0.88,0.95,20.2
5.0,0.08,1.0,0.1,0.94,0.99,9.1
30.3,0.29,0.85,0.46,0.47,0.86,27.2
40.0,0.4,1.0,0.54,0.88,0.71,44.5
52.7,0.36,0.34,0.53,0.91,0.73,43.2
43.9,0.32,0.64,0.43,0.54,0.72,32.7
17.3,0.2,0.95,0.36,0.76,0.88,23.0
42.3,0.38,0.35,0.56,0.87,0.96,43.4
30.3,0.15,0.98,0.43,0.41,0.87,23.9
33.7,0.37,0.76,0.51,0.48,0.92,32.1
16.1,0.24,0.89,0.3,0.79,1.0,9.6
10.1,0.22,0.84,0.27,0.59,0.87,24.0
21.1,0.26,0.92,0.32,0.74,0.78,26.0
8.3,0.02,0.75,0.2,0.67,1.0,18.2
34.7,0.42,0.91,0.44,0.53,0.7,36.8
22.7,0.26,0.93,0.33,0.52,0.79,26.6
25.3,0.16,0.73,0.4,0.61,0.93,32.2
52.4,0.43,0.69,0.65,0.71,0.68,48.1
10.5,0.19,0.63,0.19,0.49,0.98,17.0
3.3,0.06,0.82,0.15,0.68,1.0,16.3
33.7,0.36,0.67,0.24,0.77,0.64,28.9
20.4,0.21,0.81,0.3,0.86,1.0,19.7
29.2,0.35,0.78,0.24,0.68,1.0,23.9
40.5,0.35,0.63,0.5,0.72,0.79,31.9
70.6,0.69,0.48,0.73,0.77,0.73,60.2
47.2,0.55,0.31,0.55,0.92,1.0,52.8
23.1,0.23,0.48,0.33,0.85,0.92,38.6
13.1,0.06,0.66,0.25,0.75,0.8,6.7
30.1,0.23,0.51,0.4,0.33,0.88,33.7
13.6,0.14,0.87,0.26,0.88,0.84,13.1
35.0,0.09,0.63,0.47,0.86,0.81,32.7
60.8,0.78,0.44,0.69,0.57,0.82,60.7
76.0,0.74,0.3,0.69,0.52,0.75,70.0
32.2,0.37,0.72,0.26,0.95,0.7,32.5
17.6,0.24,0.6,0.16,0.73,0.97,18.0
27.6,0.3,0.7,0.31,0.74,0.83,31.4
25.3,0.12,0.67,0.33,0.97,0.78,20.3
9.3,0.0,1.0,0.13,0.83,0.98,15.8
30.0,0.15,0.76,0.35,0.72,0.9,22.6
16.4,0.27,1.0,0.16,0.56,1.0,19.4
23.5,0.08,0.62,0.24,0.86,0.94,14.3
32.3,0.26,0.64,0.45,0.8,0.82,25.4
57.0,0.7,0.57,0.69,0.62,0.7,52.5
54.2,0.43,0.39,0.44,0.68,0.87,50.0
17.9,0.19,0.88,0.23,0.87,0.87,19.0
36.2,0.44,0.55,0.36,0.76,0.78,40.9
51.1,0.51,0.67,0.42,0.83,0.75,44.8
16.5,0.18,0.63,0.18,0.3,0.92,31.5
33.7,0.39,0.96,0.28,0.49,0.8,26.3
16.5,0.34,0.96,0.39,0.75,1.0,23.6
29.1,0.2,0.79,0.4,0.65,0.89,36.8
32.9,0.29,0.74,0.32,0.58,1.0,32.5
48.6,0.55,0.41,0.42,0.8,0.92,48.5
57.5,0.56,0.54,0.58,0.9,0.77,59.9
50.8,0.45,0.42,0.57,0.79,0.73,39.0
48.1,0.58,0.21,0.41,0.83,0.62,58.4
25.9,0.04,0.76,0.29,0.71,0.81,25.2
12.4,0.24,0.77,0.17,0.61,1.0,15.5
6.2,0.22,0.97,0.07,0.82,0.93,17.2
48.4,0.46,0.52,0.45,0.75,0.68,40.5
48.5,0.35,0.31,0.5,0.69,0.87,49.3
26.3,0.28,0.98,0.38,0.87,0.88,16.5
54.2,0.59,0.36,0.5,0.72,0.73,44.5
24.8,0.08,0.92,0.47,0.41,0.95,25.5
36.0,0.37,0.54,0.44,0.69,0.7,39.4
59.0,0.79,0.42,0.68,0.69,0.67,57.4
4.8,0.17,1.0,0.31,0.59,1.0,7.6
29.1,0.34,0.41,0.45,0.99,0.89,25.0
38.9,0.43,0.52,0.35,0.6,0.88,26.0
11.6,0.12,0.93,0.21,0.61,1.0,22.0
37.9,0.39,0.63,0.27,0.46,0.91,35.0
13.1,0.12,0.88,0.23,0.56,0.9,22.9
35.4,0.37,0.79,0.34,0.76,0.83,23.3
28.9,0.13,0.59,0.24,0.69,0.67,17.4
49.2,0.28,0.52,0.6,0.56,0.91,32.2
13.5,0.06,0.67,0.3,0.6,0.98,17.7
18.8,0.29,0.74,0.43,0.74,0.81,28.1
44.6,0.51,0.74,0.46,0.8,0.62,39.8
13.6,0.22,0.87,0.19,0.92,0.89,10.6
29.6,0.31,0.64,0.29,0.53,0.84,32.4
36.4,0.49,0.52,0.39,0.65,0.82,38.1
28.4,0.42,0.51,0.29,0.45,0.72,37.7
42.5,0.54,0.72,0.59,0.86,0.7,34.9
51.5,0.45,0.81,0.42,0.68,0.77,41.9
36.9,0.37,0.57,0.26,0.47,1.0,38.1
10.8,0.06,0.62,0.11,0.86,0.98,13.9
19.8,0.35,1.0,0.41,0.76,0.94,23.2
18.4,0.3,0.68,0.34,0.77,0.78,23.3
39.2,0.44,0.67,0.51,0.92,0.8,36.9
18.0,0.25,0.9,0.22,0.75,0.78,24.1
3.5,0.06,1.0,0.21,0.86,0.97,9.4
54.7,0.45,0.42,0.6,0.77,0.91,46.4
11.3,0.22,0.96,0.18,0.75,0.88,12.4
22.7,0.43,0.72,0.38,0.35,0.91,35.7
36.7,0.42,0.33,0.45,0.56,0.72,41.1
22.8,0.22,0.71,0.25,0.8,0.94,31.4
23.6,0.16,0.82,0.18,0.7,0.86,20.2
79.2,0.77,0.06,0.63,0.64,0.44,68.1
19.5,0.07,0.82,0.32,0.53,0.89,26.3
54.6,0.45,0.49,0.56,0.64,0.91,53.0
19.4,0.18,1.0,0.29,0.68,0.95,18.6
48.2,0.51,0.38,0.41,0.79,0.78,46.8
9.5,0.0,0.94,0.2,0.77,0.9,17.3
12.9,0.15,0.71,0.13,0.92,0.89,16.1
46.1,0.62,0.21,0.52,0.85,0.92,48.1
20.0,0.24,0.73,0.4,0.71,0.88,28.8
69.7,0.75,0.22,0.63,0.55,0.68,66.9
